beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,index
3,2.0,2320.0,sqft,4000.0,sqft,98115,880000.0,504
3,2.0,1719.0,sqft,1056.0,sqft,98103,1160000.0,506
4,2.0,2037.0,sqft,3326.0,sqft,98119,1247500.0,507
3,2.0,1094.0,sqft,2332.0,sqft,98108,649995.0,513
4,3.0,2790.0,sqft,15245.999999999998,sqft,98133,965000.0,517
3,2.5,1460.0,sqft,1850.0,sqft,98106,575000.0,522
3,2.5,1386.0,sqft,1065.0,sqft,98107,999950.0,523
3,2.5,2320.0,sqft,4400.0,sqft,98116,949000.0,527
3,2.5,2150.0,sqft,13939.2,sqft,98116,1360000.0,528
3,2.0,1425.0,sqft,759.0,sqft,98117,750000.0,530
3,2.5,1810.0,sqft,1436.0,sqft,98107,1000000.0,531
3,3.0,1480.0,sqft,9127.0,sqft,98117,729000.0,533
3,3.0,2110.0,sqft,7324.0,sqft,98177,1270000.0,534
3,2.5,1569.0,sqft,1553.0,sqft,98107,950000.0,537
3,3.0,2247.0,sqft,866.0,sqft,98109,1725000.0,538
4,2.0,1920.0,sqft,17859.6,sqft,98118,1210000.0,541
4,2.5,2760.0,sqft,6001.0,sqft,98178,640000.0,546
3,3.0,1660.0,sqft,625.0,sqft,98118,795000.0,547
3,2.5,1360.0,sqft,916.0,sqft,98112,805000.0,548
3,2.5,1573.0,sqft,1255.0,sqft,98107,1030000.0,550
4,3.0,1700.0,sqft,7320.0,sqft,98146,649000.0,552
4,3.5,2560.0,sqft,4080.0,sqft,98144,1325000.0,553
3,2.0,1330.0,sqft,1539.0,sqft,98122,680000.0,554
4,2.0,2180.0,sqft,5100.0,sqft,98115,838000.0,555
3,2.0,1350.0,sqft,1055.0,sqft,98103,785000.0,556
4,3.0,1540.0,sqft,3060.0,sqft,98105,1108000.0,561
3,2.5,1324.0,sqft,2217.0,sqft,98126,649950.0,567
3,2.0,1660.0,sqft,6120.0,sqft,98115,795000.0,571
3,2.0,1460.0,sqft,1554.0,sqft,98116,759000.0,573
4,2.0,2060.0,sqft,5080.0,sqft,98115,812500.0,575
4,2.0,1160.0,sqft,4224.0,sqft,98103,710000.0,576
3,2.0,1540.0,sqft,1124.0,sqft,98144,680000.0,577
3,2.5,1280.0,sqft,1845.0,sqft,98105,900000.0,586
3,2.0,2020.0,sqft,8120.0,sqft,98125,950000.0,588
4,3.5,2336.0,sqft,3872.0,sqft,98115,1080000.0,590
3,2.5,1970.0,sqft,2109.0,sqft,98103,715000.0,594
4,3.0,2190.0,sqft,5350.0,sqft,98115,1490000.0,595
4,3.0,2120.0,sqft,7721.0,sqft,98126,920000.0,596
4,3.5,1835.0,sqft,1750.0,sqft,98103,1299950.0,598
3,3.5,2570.0,sqft,4094.0,sqft,98105,2000000.0,600
3,2.0,2060.0,sqft,3090.0,sqft,98118,700000.0,601
3,2.5,1740.0,sqft,1389.0,sqft,98102,1678000.0,602
3,2.0,1516.0,sqft,5000.0,sqft,98116,1150000.0,605
4,2.0,2440.0,sqft,4002.0,sqft,98144,1116000.0,607
4,3.5,3240.0,sqft,4680.0,sqft,98112,1995000.0,610
3,2.5,1550.0,sqft,1391.0,sqft,98107,825000.0,612
4,2.0,2080.0,sqft,7740.0,sqft,98106,750000.0,613
4,3.0,1400.0,sqft,5000.0,sqft,98107,1000000.0,614
4,3.0,2900.0,sqft,7500.0,sqft,98136,1175000.0,617
4,2.5,2052.0,sqft,16552.8,sqft,98178,865000.0,618
4,2.5,3080.0,sqft,9300.0,sqft,98168,650000.0,627
3,2.0,1576.0,sqft,1238.0,sqft,98122,974999.0,635
3,2.0,1080.0,sqft,5750.0,sqft,98116,875000.0,637
4,3.5,2520.0,sqft,3821.0,sqft,98199,1765000.0,640
4,3.5,2720.0,sqft,3024.0,sqft,98102,1750000.0,641
4,3.0,2860.0,sqft,4182.0,sqft,98103,1600000.0,650
3,2.5,1810.0,sqft,1436.0,sqft,98107,1000000.0,654
3,3.5,1820.0,sqft,1099.0,sqft,98122,1125000.0,656
3,2.0,1400.0,sqft,8910.0,sqft,98106,530000.0,662
3,2.0,2740.0,sqft,5000.0,sqft,98144,1278500.0,664
4,2.5,1880.0,sqft,3300.0,sqft,98117,1050000.0,666
3,2.5,1681.0,sqft,172933.2,sqft,98126,650000.0,667
4,2.0,3325.0,sqft,6000.0,sqft,98199,1650000.0,668
4,3.0,2340.0,sqft,5023.0,sqft,98108,780000.0,673
3,3.0,1880.0,sqft,2200.0,sqft,98107,999950.0,676
4,2.5,1806.0,sqft,5000.0,sqft,98118,745000.0,678
3,2.5,1346.0,sqft,1270.0,sqft,98107,899000.0,681
3,2.0,1600.0,sqft,8640.0,sqft,98117,877500.0,682
3,2.5,1660.0,sqft,1681.0,sqft,98144,690000.0,684
3,2.0,1390.0,sqft,6656.0,sqft,98116,899950.0,686
3,2.0,2900.0,sqft,3800.0,sqft,98199,1305000.0,687
4,2.0,1710.0,sqft,3250.0,sqft,98117,1170000.0,691
3,2.0,1880.0,sqft,1751.0,sqft,98122,955000.0,692
3,3.0,1454.0,sqft,760.0,sqft,98122,890955.0,693
4,3.0,2520.0,sqft,3000.0,sqft,98105,1025000.0,696
4,3.0,3335.0,sqft,6000.0,sqft,98115,1325000.0,697
3,2.5,2118.0,sqft,2466.0,sqft,98118,837000.0,698
3,2.0,1560.0,sqft,5056.0,sqft,98116,965000.0,702
3,3.0,1720.0,sqft,8370.0,sqft,98177,865000.0,706
4,2.0,1350.0,sqft,5300.0,sqft,98106,700000.0,709
3,2.5,1510.0,sqft,2656.0,sqft,98133,717500.0,710
4,2.5,2172.0,sqft,3431.0,sqft,98105,975000.0,714
3,3.5,1410.0,sqft,1478.0,sqft,98117,740000.0,715
3,2.0,1548.0,sqft,1139.0,sqft,98117,850000.0,723
4,3.0,3030.0,sqft,6960.0,sqft,98115,1119000.0,724
4,2.0,2245.0,sqft,7892.0,sqft,98178,775000.0,726
4,3.5,2627.0,sqft,5150.0,sqft,98118,1650000.0,727
4,2.5,3680.0,sqft,7000.0,sqft,98118,1880000.0,728
3,2.5,1980.0,sqft,5000.0,sqft,98146,675000.0,733
3,2.0,1370.0,sqft,3060.0,sqft,98103,1270000.0,734
3,2.0,1060.0,sqft,5290.0,sqft,98106,599000.0,737
4,3.0,2470.0,sqft,12632.4,sqft,98115,1180000.0,740
3,2.5,2260.0,sqft,4000.0,sqft,98103,1406000.0,741
3,3.5,1936.0,sqft,1770.0,sqft,98122,1295000.0,743
3,2.0,1100.0,sqft,2700.0,sqft,98122,645000.0,746
3,2.0,2120.0,sqft,6400.0,sqft,98103,1130000.0,747
3,2.5,1320.0,sqft,1396.0,sqft,98117,835000.0,750
3,2.5,1047.0,sqft,680.0,sqft,98144,720000.0,755
3,2.0,1514.0,sqft,990.0,sqft,98107,915000.0,758
4,3.5,3360.0,sqft,6000.0,sqft,98136,1575000.0,760
3,2.0,1910.0,sqft,7500.0,sqft,98136,725000.0,761
3,3.0,1190.0,sqft,850.0,sqft,98144,765000.0,764
4,2.0,2640.0,sqft,3840.0,sqft,98122,700000.0,765
3,3.5,2206.0,sqft,1500.0,sqft,98103,1116000.0,767
4,2.5,2050.0,sqft,9555.0,sqft,98177,805000.0,775
3,3.5,1930.0,sqft,6000.0,sqft,98125,600000.0,777
3,2.0,2437.0,sqft,6500.0,sqft,98118,1275000.0,779
3,2.0,1680.0,sqft,6000.0,sqft,98136,910000.0,781
4,2.5,2840.0,sqft,4480.0,sqft,98105,1200000.0,786
4,2.0,2240.0,sqft,5043.0,sqft,98106,750000.0,788
3,3.0,1687.0,sqft,3872.0,sqft,98115,946000.0,789
4,3.0,1900.0,sqft,2256.0,sqft,98103,1150000.0,790
3,3.0,1970.0,sqft,8540.0,sqft,98177,1395000.0,791
3,2.5,1512.0,sqft,1041.0,sqft,98144,760000.0,792
4,2.0,2280.0,sqft,8000.0,sqft,98168,640000.0,798
4,3.0,1960.0,sqft,5200.0,sqft,98136,1270000.0,800
3,2.0,1800.0,sqft,3172.0,sqft,98117,1130000.0,803
3,2.0,1300.0,sqft,3914.0,sqft,98199,1100000.0,812
3,3.5,2106.0,sqft,1785.0,sqft,98115,1266000.0,813
3,2.5,1573.0,sqft,1243.0,sqft,98107,1099950.0,814
4,2.0,2870.0,sqft,98881.2,sqft,98168,703500.0,815
3,2.5,1610.0,sqft,1426.0,sqft,98199,840000.0,819
4,2.5,2390.0,sqft,3570.0,sqft,98115,1350000.0,821
4,3.5,2795.0,sqft,6400.0,sqft,98122,1740000.0,824
3,3.5,1820.0,sqft,1101.0,sqft,98122,1250000.0,827
3,2.0,1770.0,sqft,7242.0,sqft,98168,500000.0,828
4,2.5,1939.0,sqft,2499.0,sqft,98107,1025000.0,831
4,3.0,2200.0,sqft,5586.0,sqft,98118,874999.0,833
3,2.5,1861.0,sqft,3872.0,sqft,98121,1395000.0,835
3,2.0,1650.0,sqft,5075.0,sqft,98126,750000.0,836
3,2.0,1260.0,sqft,2640.0,sqft,98133,615000.0,838
3,3.5,1471.0,sqft,3872.0,sqft,98144,799990.0,841
3,2.5,1500.0,sqft,1235.0,sqft,98119,1023500.0,842
4,2.5,1544.0,sqft,1562.0,sqft,98117,889000.0,844
4,2.0,1470.0,sqft,4000.0,sqft,98118,460000.0,846
4,2.0,1680.0,sqft,2600.0,sqft,98107,930000.0,847
4,2.0,2420.0,sqft,3680.0,sqft,98126,948750.0,848
4,3.5,2011.0,sqft,2421.0,sqft,98136,1130000.0,849
4,2.5,2730.0,sqft,5724.0,sqft,98146,1175000.0,854
3,3.5,1740.0,sqft,2061.0,sqft,98122,840000.0,856
3,2.5,1940.0,sqft,2880.0,sqft,98118,1140000.0,857
3,2.5,1380.0,sqft,1550.0,sqft,98115,613000.0,860
3,2.5,1400.0,sqft,1001.0,sqft,98136,785000.0,861
3,2.0,2110.0,sqft,4000.0,sqft,98108,815000.0,862
3,2.0,1830.0,sqft,5850.0,sqft,98126,835000.0,864
3,2.0,1480.0,sqft,5000.0,sqft,98116,780000.0,865
3,2.0,1670.0,sqft,8573.0,sqft,98146,620000.0,867
4,2.5,2890.0,sqft,3060.0,sqft,98115,1650000.0,868
3,3.5,1590.0,sqft,1781.0,sqft,98136,820000.0,869
4,2.0,1440.0,sqft,4560.0,sqft,98126,760000.0,871
3,2.5,2529.0,sqft,3000.0,sqft,98122,1650000.0,872
3,3.0,1086.0,sqft,16117.199999999999,sqft,98144,539950.0,873
3,2.0,1565.0,sqft,2500.0,sqft,98103,985000.0,874
3,3.5,1352.0,sqft,1680.0,sqft,98115,886000.0,878
3,2.0,1455.0,sqft,43560.0,sqft,98117,959822.0,880
3,2.0,924.0,sqft,11325.6,sqft,98126,422000.0,882
3,2.0,1758.0,sqft,1350.0,sqft,98103,1130000.0,884
3,2.5,1830.0,sqft,1175.0,sqft,98116,960000.0,885
4,3.0,2970.0,sqft,4000.0,sqft,98102,1950000.0,887
3,3.5,1500.0,sqft,1182.0,sqft,98103,700000.0,888
3,2.0,2020.0,sqft,6000.0,sqft,98119,900000.0,889
3,3.5,2188.0,sqft,4920.0,sqft,98112,1700000.0,890
4,3.0,3300.0,sqft,7700.0,sqft,98199,1995000.0,898
4,2.0,2510.0,sqft,5460.0,sqft,98115,1025000.0,899
3,2.5,1260.0,sqft,1252.0,sqft,98117,750000.0,907
3,2.5,2740.0,sqft,4800.0,sqft,98117,1375000.0,912
4,2.0,1710.0,sqft,9660.0,sqft,98118,685000.0,914
3,2.5,1580.0,sqft,1372.0,sqft,98103,1095000.0,915
4,2.0,2352.0,sqft,5000.0,sqft,98199,1450000.0,919
3,3.0,2320.0,sqft,9465.0,sqft,98125,675000.0,920
4,2.0,1480.0,sqft,6075.0,sqft,98118,665000.0,927
3,2.5,1220.0,sqft,1136.0,sqft,98118,618000.0,928
3,2.0,2740.0,sqft,8340.0,sqft,98177,1305000.0,929
3,3.0,2160.0,sqft,6710.0,sqft,98118,1300000.0,930
3,2.5,2650.0,sqft,7548.0,sqft,98136,1112000.0,932
4,2.0,1742.0,sqft,54450.0,sqft,98105,781000.0,937
4,2.0,2390.0,sqft,5535.0,sqft,98105,1195000.0,938
3,3.5,1530.0,sqft,3000.0,sqft,98117,1089000.0,940
3,2.5,1650.0,sqft,2752.0,sqft,98106,675000.0,944
3,2.5,1390.0,sqft,1570.0,sqft,98126,575000.0,948
3,2.0,1759.0,sqft,1188.0,sqft,98116,890000.0,949
4,3.5,2191.0,sqft,4120.0,sqft,98103,1394600.0,951
3,2.5,1380.0,sqft,1022.0,sqft,98144,655000.0,952
3,2.0,2770.0,sqft,7770.0,sqft,98115,700000.0,955
3,2.0,2029.0,sqft,400751.99999999994,sqft,98115,685000.0,957
4,3.0,2560.0,sqft,9956.0,sqft,98115,890000.0,958
3,2.5,1763.0,sqft,2498.0,sqft,98117,1135000.0,960
3,2.5,1550.0,sqft,7089.0,sqft,98116,1350000.0,961
3,3.0,1687.0,sqft,43560.0,sqft,98115,1035000.0,969
4,3.5,2720.0,sqft,7598.0,sqft,98115,1395000.0,972
3,2.0,2600.0,sqft,4200.0,sqft,98144,1525000.0,974
3,2.0,1900.0,sqft,6093.0,sqft,98115,965000.0,975
4,2.5,2320.0,sqft,9500.0,sqft,98108,1001000.0,978
3,2.0,2462.0,sqft,3200.0,sqft,98119,1150000.0,982
4,3.5,2640.0,sqft,3062.0,sqft,98103,1750000.0,983
3,2.5,1670.0,sqft,1304.0,sqft,98144,875000.0,984
3,3.5,1621.0,sqft,987.0,sqft,98109,1085000.0,986
4,2.0,2591.0,sqft,6900.0,sqft,98125,800000.0,987
3,2.0,1900.0,sqft,6957.0,sqft,98199,1299000.0,993
3,2.0,2760.0,sqft,5195.0,sqft,98119,1256000.0,994
3,2.0,1290.0,sqft,2700.0,sqft,98144,925000.0,995
3,2.0,1111.0,sqft,3872.0,sqft,98112,849000.0,996
3,2.0,1422.0,sqft,1405.0,sqft,98117,780000.0,1004
3,2.0,1250.0,sqft,6000.0,sqft,98106,625000.0,1007
3,2.0,2390.0,sqft,10890.0,sqft,98133,1150000.0,1008
3,2.0,1680.0,sqft,5000.0,sqft,98199,1087500.0,1010
4,2.0,2320.0,sqft,6960.0,sqft,98115,1150000.0,1027
4,3.5,3490.0,sqft,11761.2,sqft,98115,1480000.0,1028
4,2.5,2500.0,sqft,4046.0,sqft,98117,1295000.0,1029
3,2.5,1700.0,sqft,2125.0,sqft,98102,1475000.0,1032
4,2.0,2440.0,sqft,2168.0,sqft,98122,1060000.0,1034
3,2.5,1420.0,sqft,2929.0,sqft,98108,750000.0,1035
3,2.0,1380.0,sqft,815.0,sqft,98122,740000.0,1036
3,2.0,1111.0,sqft,719.0,sqft,98112,849000.0,1037
3,2.5,1600.0,sqft,695.0,sqft,98144,699900.0,1042
4,2.0,1640.0,sqft,4400.0,sqft,98136,730000.0,1053
3,2.0,2000.0,sqft,5632.0,sqft,98115,925000.0,1054
4,3.0,2430.0,sqft,9500.0,sqft,98146,520000.0,1056
4,3.0,2160.0,sqft,6298.0,sqft,98125,980000.0,1058
4,2.5,1354.0,sqft,3872.0,sqft,98118,485000.0,1059
3,3.5,1710.0,sqft,1728.0,sqft,98126,699000.0,1064
3,2.5,1430.0,sqft,1102.0,sqft,98103,855000.0,1065
3,3.5,1500.0,sqft,1274.0,sqft,98118,598800.0,1066
4,2.5,1910.0,sqft,3000.0,sqft,98103,1625000.0,1076
4,3.0,2297.0,sqft,7200.0,sqft,98178,783000.0,1077
4,2.5,2320.0,sqft,5001.0,sqft,98118,820000.0,1078
3,2.5,1530.0,sqft,1482.0,sqft,98126,899999.0,1081
3,2.0,1237.0,sqft,4760.0,sqft,98106,747250.0,1083
3,2.5,1760.0,sqft,1143.0,sqft,98136,850000.0,1084
4,2.0,1345.0,sqft,2808.0,sqft,98103,962000.0,1087
4,3.0,2600.0,sqft,6840.0,sqft,98115,1750000.0,1088
3,2.0,2209.0,sqft,2734.0,sqft,98115,715000.0,1089
4,2.5,1530.0,sqft,3060.0,sqft,98146,675000.0,1091
3,2.0,1590.0,sqft,910.0,sqft,98117,910000.0,1093
3,3.0,1524.0,sqft,513.0,sqft,98122,850000.0,1094
4,3.0,1920.0,sqft,7455.0,sqft,98125,2095000.0,1095
4,2.0,2660.0,sqft,5243.0,sqft,98115,1357000.0,1096
3,2.0,2284.0,sqft,6395.0,sqft,98136,850000.0,1097
3,2.5,1604.0,sqft,1040.0,sqft,98144,760000.0,1098
3,2.5,2793.0,sqft,1734.0,sqft,98109,1732000.0,1101
3,2.5,1570.0,sqft,1362.0,sqft,98103,901000.0,1108
3,2.5,2570.0,sqft,12196.800000000001,sqft,98118,1175000.0,1111
3,2.5,1631.0,sqft,1485.0,sqft,98103,1049950.0,1112
3,2.0,1596.0,sqft,27878.4,sqft,98105,505000.0,1113
3,2.5,1610.0,sqft,1500.0,sqft,98119,875000.0,1115
3,2.0,1425.0,sqft,729.0,sqft,98117,759999.0,1117
3,2.0,1440.0,sqft,4239.0,sqft,98119,1195000.0,1120
4,2.0,2040.0,sqft,4178.0,sqft,98112,1175000.0,1123
3,2.0,2092.0,sqft,3872.0,sqft,98102,2000000.0,1124
3,2.5,3560.0,sqft,5000.0,sqft,98116,1575000.0,1126
4,2.5,1890.0,sqft,3000.0,sqft,98178,668000.0,1128
4,2.0,2790.0,sqft,6250.0,sqft,98126,930000.0,1129
3,2.0,1060.0,sqft,8910.0,sqft,98106,575000.0,1131
3,2.0,1379.0,sqft,3353.0,sqft,98125,729950.0,1134
4,2.0,2634.0,sqft,7475.0,sqft,98115,1500000.0,1137
3,2.5,1690.0,sqft,7200.0,sqft,98125,807500.0,1141
3,3.5,1800.0,sqft,1545.0,sqft,98103,750000.0,1142
3,2.5,1350.0,sqft,662.0,sqft,98119,899000.0,1145
4,2.0,2900.0,sqft,4700.0,sqft,98144,1275000.0,1146
3,3.0,1880.0,sqft,2200.0,sqft,98107,999950.0,1147
3,2.5,1360.0,sqft,1248.0,sqft,98103,700000.0,1152
4,3.5,2600.0,sqft,4000.0,sqft,98117,1950000.0,1153
4,3.5,2852.0,sqft,3178.0,sqft,98102,1715000.0,1154
3,3.5,1370.0,sqft,1125.0,sqft,98133,619000.0,1155
3,2.0,1096.0,sqft,3872.0,sqft,98117,849950.0,1157
3,3.5,3380.0,sqft,7531.0,sqft,98177,1599500.0,1158
3,2.5,1616.0,sqft,3872.0,sqft,98116,990000.0,1159
3,3.0,1620.0,sqft,5760.0,sqft,98136,1058000.0,1160
3,2.0,2270.0,sqft,7920.0,sqft,98122,1550000.0,1163
3,2.0,1380.0,sqft,8580.0,sqft,98125,775000.0,1167
3,2.0,2950.0,sqft,5350.0,sqft,98199,1500000.0,1170
4,2.0,2100.0,sqft,3600.0,sqft,98116,1225000.0,1172
3,2.0,1705.0,sqft,7680.0,sqft,98177,910000.0,1173
3,3.5,1800.0,sqft,1563.0,sqft,98103,1050000.0,1175
3,2.5,1730.0,sqft,2757.0,sqft,98125,800000.0,1178
3,3.0,1410.0,sqft,826.0,sqft,98107,865000.0,1182
3,2.0,2080.0,sqft,5650.0,sqft,98178,738000.0,1187
4,2.5,2340.0,sqft,9670.0,sqft,98106,870000.0,1190
4,2.0,1850.0,sqft,3570.0,sqft,98105,1200000.0,1195
4,2.0,2260.0,sqft,3750.0,sqft,98107,1330000.0,1197
3,2.5,1846.0,sqft,10454.4,sqft,98199,1060000.0,1199
3,2.0,1700.0,sqft,3220.0,sqft,98118,999999.0,1200
4,2.0,2240.0,sqft,6240.0,sqft,98126,795000.0,1201
4,2.0,1660.0,sqft,2280.0,sqft,98103,1127500.0,1202
4,3.5,2270.0,sqft,2500.0,sqft,98146,710000.0,1204
3,3.5,2024.0,sqft,1694.0,sqft,98107,1200000.0,1206
3,2.5,1660.0,sqft,2700.0,sqft,98122,816750.0,1210
4,3.0,2949.0,sqft,5580.0,sqft,98103,1610000.0,1212
3,2.5,1718.0,sqft,1268.0,sqft,98117,900000.0,1213
4,2.5,1822.0,sqft,1500.0,sqft,98199,1033000.0,1215
3,2.0,2140.0,sqft,9290.0,sqft,98133,925000.0,1221
4,2.0,1700.0,sqft,8001.0,sqft,98125,891000.0,1227
3,3.0,1524.0,sqft,513.0,sqft,98122,875000.0,1228
3,3.0,1410.0,sqft,1316.0,sqft,98103,1200000.0,1229
4,2.0,2352.0,sqft,4000.0,sqft,98107,1295000.0,1233
4,3.5,2304.0,sqft,4503.0,sqft,98103,1550000.0,1236
4,2.0,1830.0,sqft,6000.0,sqft,98136,950000.0,1245
3,2.0,1049.0,sqft,3872.0,sqft,98112,900000.0,1250
4,2.0,1760.0,sqft,4700.0,sqft,98115,999950.0,1253
4,2.5,1560.0,sqft,2400.0,sqft,98144,1110000.0,1255
4,3.0,3110.0,sqft,5715.0,sqft,98119,1500000.0,1256
3,2.0,1440.0,sqft,6120.0,sqft,98115,935000.0,1257
3,2.0,1500.0,sqft,5750.0,sqft,98136,770000.0,1258
3,2.0,1560.0,sqft,1170.0,sqft,98117,920000.0,1262
3,3.0,3400.0,sqft,8000.0,sqft,98136,1150000.0,1263
3,3.5,1450.0,sqft,1467.0,sqft,98126,670000.0,1267
4,3.5,3070.0,sqft,5016.0,sqft,98144,1900000.0,1270
3,2.0,1860.0,sqft,3400.0,sqft,98105,1165000.0,1272
3,2.0,1440.0,sqft,9065.0,sqft,98133,830000.0,1274
3,3.0,1700.0,sqft,6882.0,sqft,98136,1275000.0,1277
4,3.5,2950.0,sqft,5000.0,sqft,98105,1800000.0,1278
4,3.5,3495.0,sqft,4080.0,sqft,98144,2000000.0,1281
3,3.0,2560.0,sqft,2500.0,sqft,98112,1300000.0,1282
3,3.0,2040.0,sqft,4000.0,sqft,98117,1000000.0,1283
4,2.0,2400.0,sqft,8160.0,sqft,98177,900000.0,1287
3,2.5,1270.0,sqft,924.0,sqft,98144,675000.0,1288
4,3.0,1830.0,sqft,4000.0,sqft,98107,1352000.0,1289
3,2.5,2470.0,sqft,4452.0,sqft,98126,800000.0,1290
4,2.5,1600.0,sqft,2336.0,sqft,98105,699000.0,1292
3,2.5,2230.0,sqft,7944.0,sqft,98178,555000.0,1295
3,3.0,1872.0,sqft,2475.0,sqft,98107,1050000.0,1297
4,2.0,1980.0,sqft,2242.0,sqft,98136,785000.0,1299
3,3.0,1180.0,sqft,1003.0,sqft,98116,729000.0,1300
4,2.5,2630.0,sqft,4500.0,sqft,98122,1340000.0,1301
4,2.0,2010.0,sqft,4275.0,sqft,98115,1100000.0,1302
4,3.5,3487.0,sqft,9500.0,sqft,98136,2010000.0,1303
4,2.0,2570.0,sqft,3440.0,sqft,98112,850000.0,1304
3,3.5,2010.0,sqft,2208.0,sqft,98117,1111111.0,1308
4,3.5,3300.0,sqft,6840.0,sqft,98125,1575000.0,1310
4,2.0,3040.0,sqft,5272.0,sqft,98199,1665500.0,1311
4,2.5,2500.0,sqft,8760.0,sqft,98146,577000.0,1312
3,2.0,1411.0,sqft,15245.999999999998,sqft,98104,699000.0,1315
3,2.0,1470.0,sqft,1232.0,sqft,98136,875000.0,1322
3,2.5,1550.0,sqft,1131.0,sqft,98122,1065000.0,1328
4,3.0,2466.0,sqft,6030.0,sqft,98115,1299000.0,1330
4,3.0,1500.0,sqft,3360.0,sqft,98122,1155000.0,1332
4,2.0,2380.0,sqft,4500.0,sqft,98144,525000.0,1333
3,2.5,1370.0,sqft,982.0,sqft,98117,699500.0,1335
3,2.0,1449.0,sqft,939.0,sqft,98107,720000.0,1336
3,2.5,1010.0,sqft,570.0,sqft,98118,615000.0,1338
3,3.5,1450.0,sqft,1081.0,sqft,98118,580000.0,1340
4,2.0,2600.0,sqft,4224.0,sqft,98117,1098500.0,1342
3,2.0,1328.0,sqft,839.0,sqft,98103,929950.0,1343
4,3.0,2481.0,sqft,8297.0,sqft,98115,999000.0,1345
4,3.0,2040.0,sqft,5000.0,sqft,98117,1410000.0,1347
3,3.0,1390.0,sqft,5000.0,sqft,98126,1095000.0,1348
4,3.5,1835.0,sqft,1884.0,sqft,98103,1299950.0,1350
4,2.0,1840.0,sqft,3760.0,sqft,98103,825000.0,1351
3,2.5,3020.0,sqft,7500.0,sqft,98177,1450000.0,1352
3,2.0,2520.0,sqft,4000.0,sqft,98115,1050000.0,1353
3,3.5,1644.0,sqft,3872.0,sqft,98112,820000.0,1355
3,2.5,1880.0,sqft,1282.0,sqft,98106,725000.0,1356
4,2.0,1500.0,sqft,4471.0,sqft,98133,947000.0,1361
3,2.0,2080.0,sqft,6769.0,sqft,98108,800000.0,1362
3,3.0,1425.0,sqft,1199.0,sqft,98177,819950.0,1363
4,3.0,2074.0,sqft,1999.0,sqft,98126,812500.0,1365
4,2.0,1170.0,sqft,9216.0,sqft,98178,390000.0,1369
4,3.0,2240.0,sqft,8691.0,sqft,98118,625000.0,1370
4,2.0,1750.0,sqft,6380.0,sqft,98115,855000.0,1371
4,2.5,1420.0,sqft,1800.0,sqft,98103,760000.0,1374
3,3.0,1740.0,sqft,5000.0,sqft,98136,1010000.0,1378
4,3.5,3018.0,sqft,3600.0,sqft,98103,1795000.0,1381
4,2.5,2213.0,sqft,3367.0,sqft,98107,1075000.0,1389
3,3.0,1280.0,sqft,2600.0,sqft,98103,900000.0,1392
4,3.5,3840.0,sqft,13939.2,sqft,98118,1250000.0,1394
4,2.0,1450.0,sqft,1000.0,sqft,98109,1185000.0,1396
4,2.0,2140.0,sqft,4947.0,sqft,98136,960000.0,1397
4,3.0,2480.0,sqft,4000.0,sqft,98103,1605000.0,1398
3,2.0,1730.0,sqft,8421.0,sqft,98125,910000.0,1402
3,2.0,1940.0,sqft,4850.0,sqft,98107,895000.0,1405
3,2.0,1360.0,sqft,7680.0,sqft,98125,830000.0,1407
3,2.5,2220.0,sqft,3060.0,sqft,98117,1167500.0,1411
3,2.5,2090.0,sqft,5000.0,sqft,98108,820000.0,1413
3,2.5,1820.0,sqft,43560.0,sqft,98118,690000.0,1416
4,2.5,3105.0,sqft,7875.0,sqft,98115,1040000.0,1417
4,2.0,1680.0,sqft,7840.0,sqft,98178,517500.0,1418
3,2.0,2495.0,sqft,4000.0,sqft,98105,1250000.0,1419
4,2.0,2787.0,sqft,6011.0,sqft,98122,1207000.0,1421
3,3.0,1660.0,sqft,7650.0,sqft,98117,1200000.0,1427
3,2.0,1270.0,sqft,11325.6,sqft,98146,590000.0,1430
3,3.5,1840.0,sqft,1312.0,sqft,98117,1025000.0,1433
3,2.0,2260.0,sqft,3880.0,sqft,98107,877000.0,1440
4,2.0,1800.0,sqft,7455.0,sqft,98117,1100000.0,1444
3,2.5,2600.0,sqft,8023.0,sqft,98136,1475000.0,1446
4,2.0,2640.0,sqft,8385.0,sqft,98168,780000.0,1447
3,3.0,2630.0,sqft,3755.0,sqft,98115,1130000.0,1449
4,3.5,2910.0,sqft,4000.0,sqft,98144,1865000.0,1450
3,2.0,1580.0,sqft,5040.0,sqft,98116,1000000.0,1451
3,2.0,2100.0,sqft,5750.0,sqft,98116,1325000.0,1453
4,2.0,2010.0,sqft,9612.0,sqft,98105,1250000.0,1454
4,2.0,1480.0,sqft,6820.0,sqft,98126,830000.0,1455
3,2.0,1560.0,sqft,2400.0,sqft,98117,1180000.0,1456
4,2.0,2080.0,sqft,3850.0,sqft,98105,975000.0,1460
3,2.5,1620.0,sqft,7500.0,sqft,98106,875100.0,1462
3,3.5,1970.0,sqft,1125.0,sqft,98105,868500.0,1463
3,2.0,1720.0,sqft,6720.0,sqft,98116,869000.0,1464
4,2.0,1545.0,sqft,4963.0,sqft,98103,1253000.0,1465
3,2.5,1710.0,sqft,4814.0,sqft,98115,1190000.0,1466
4,2.0,1170.0,sqft,9594.0,sqft,98168,530000.0,1472
3,2.0,1770.0,sqft,5100.0,sqft,98118,660000.0,1473
